1.4787276124e+002	1.8333265757e+001	1.7995701935e+002	5.4125559519e+001	
1.4594396362e+002	2.5530897110e+001	1.7826428628e+002	6.1209901837e+001	
2.2481646178e+002	3.1006417815e+001	2.7207297145e+002	6.0331670799e+001	
2.9717863581e+001	3.5084562342e+001	9.4220458534e+001	7.5582947466e+001	
2.4426347477e+002	3.3356164403e+001	2.9142519474e+002	6.1391080603e+001	
2.1237629055e+001	3.7433956764e+001	8.6542642200e+001	7.8342332176e+001	
1.3703443539e+002	4.4454036561e+001	1.7047262652e+002	8.0040168246e+001	
1.4571047691e+002	4.3999421166e+001	1.7884125004e+002	7.9070505354e+001	
1.2768660485e+002	4.7980178688e+001	1.6150630610e+002	8.4021397382e+001	
6.7212164536e+001	5.2538060871e+001	1.3123725179e+002	9.0154288544e+001	
1.6154498907e+002	5.2469434873e+001	1.9459122515e+002	8.6295219137e+001	
6.8101050401e+002	6.1427994691e+001	7.3171194528e+002	6.1649588012e+001	
6.9412817897e+002	6.1228132063e+001	7.4519201778e+002	6.0612999810e+001	
6.4422117875e+002	6.2345110987e+001	6.9367622575e+002	6.4930518685e+001	
7.0385641650e+002	6.2307522172e+001	7.5513752401e+002	6.1092057156e+001	
7.6824068131e+001	6.4885302340e+001	1.4209136359e+002	1.0146794704e+002	
5.6784069340e+002	6.3865625585e+001	6.1626543534e+002	7.1241598601e+001	
5.9287152891e+002	6.3179491886e+001	6.4152268418e+002	6.8993165546e+001	
7.4053324572e+002	6.4292900847e+001	6.8818137926e+002	6.7636275954e+001	
5.0527824679e+002	6.4895458058e+001	5.5323581146e+002	7.6160979599e+001	
5.3207302840e+002	6.4774415390e+001	5.8027578885e+002	7.4372506620e+001	
5.4126026402e+002	6.5502001593e+001	5.8901335035e+002	7.4565086784e+001	
4.7203774652e+002	6.6487448535e+001	5.1906099123e+002	7.9858856356e+001	
5.1901243075e+002	6.6581920640e+001	5.6725237287e+002	7.6983943723e+001	
7.5165623652e+002	6.6583686410e+001	7.0372695556e+002	6.8941484985e+001	
2.8563408370e+002	6.7131874149e+001	3.3520028930e+002	9.1807013624e+001	
4.8515258541e+002	6.7051790987e+001	5.3255689027e+002	7.9590377440e+001	
5.8285233572e+002	6.6971242612e+001	6.5765935329e+002	7.1721580208e+001	
3.8429790217e+002	6.8653144406e+001	4.3306407608e+002	8.7293578382e+001	
4.0521957223e+002	6.8163759514e+001	4.5394800208e+002	8.5525022554e+001	
4.3324016609e+002	6.8438051454e+001	4.8144433129e+002	8.4110218784e+001	
4.5826401398e+002	6.9232362659e+001	4.8930444457e+002	8.4474546047e+001	
1.3720842835e+002	7.1732813704e+001	1.7156359246e+002	1.0641045982e+002	
3.3684587715e+002	7.2018656684e+001	3.8515751326e+002	9.3563555908e+001	
6.4419692638e+002	7.0633239387e+001	6.9446476403e+002	7.3247165246e+001	
1.5730979836e+002	7.2052804165e+001	1.9206211565e+002	1.0546307922e+002	
2.8993073236e+002	7.3056972078e+001	3.3962447215e+002	9.7369503806e+001	
3.2852064809e+002	7.2990621181e+001	3.7187531944e+002	9.5349454299e+001	
1.2750188501e+002	7.3540504246e+001	1.6232902713e+002	1.0872708094e+002	
4.4064766134e+002	7.4776849124e+001	4.8885102973e+002	8.9965144316e+001	
6.6432839548e+002	7.4572932154e+001	7.1403669097e+002	7.6034709777e+001	
6.2383193302e+002	7.6639233570e+001	6.7280330470e+002	8.0631442167e+001	
2.7549259863e+002	7.8098507593e+001	3.2554366987e+002	1.0319018439e+002	
1.4388535970e+002	7.9123194388e+001	1.7866222410e+002	1.1314490413e+002	
1.7327025649e+002	7.9749575071e+001	2.0708482328e+002	1.1202927827e+002	
3.6104153621e+002	8.0740146331e+001	4.0909948574e+002	1.0073126479e+002	
1.1224477343e+002	8.2780353957e+001	1.4832275521e+002	1.1852662343e+002	
1.7245575962e+002	8.4826951706e+001	2.0640176267e+002	1.1700789575e+002	
3.5181880671e+002	8.5423140326e+001	4.0113637445e+002	1.0584534209e+002	
4.6051251126e+002	8.5077712680e+001	5.0710877097e+002	9.9121404576e+001	
1.7885781822e+002	8.9764400190e+001	2.2178402863e+002	1.2088717307e+002	
4.7018619694e+002	8.8309822629e+001	5.1740268507e+002	1.0172471288e+002	
5.4991514530e+001	9.1576802595e+001	1.2205958986e+002	1.2862049270e+002	
1.1505718325e+002	9.0368527600e+001	1.5138002585e+002	1.2569109548e+002	
4.1232663241e+002	9.3147992847e+001	4.6008033932e+002	1.0997163045e+002	
1.6162806476e+002	9.5959159102e+001	1.9550823069e+002	1.2848166578e+002	
5.5958351372e+002	9.5324796371e+001	6.0789652819e+002	1.0333635970e+002	
1.2342820451e+002	9.5688136161e+001	1.5948722992e+002	1.3036170650e+002	
1.4055129382e+002	9.6110957621e+001	1.7620896880e+002	1.2977759905e+002	
3.7265351730e+002	9.8618530337e+001	4.2086600734e+002	1.1773235745e+002	
5.5828001169e+002	9.9794967389e+001	6.0533317108e+002	1.0797436902e+002	
6.8384371076e+002	9.9166630075e+001	7.3431914140e+002	9.9701868985e+001	
1.4039035831e+002	1.0171724142e+002	1.7601662703e+002	1.3523011182e+002	
1.7889815817e+002	1.0061725311e+002	2.1307300185e+002	1.3197113573e+002	
5.2250518817e+002	1.0107822150e+002	5.6754714282e+002	1.1149345132e+002	
5.3851468310e+002	1.0058130523e+002	5.8318456167e+002	1.1007033579e+002	
1.1351706676e+002	1.0250505663e+002	1.5057294545e+002	1.3749656506e+002	
3.3473070579e+002	1.0271353374e+002	3.8100809338e+002	1.2413697700e+002	
5.2935700117e+002	1.0221820852e+002	5.7507939244e+002	1.1219078506e+002	
1.3267510500e+002	1.0548407729e+002	1.6833737231e+002	1.3933692914e+002	
6.6413876569e+002	1.0547870381e+002	7.1314407245e+002	1.0733813146e+002	
7.0140869276e+002	1.0534639125e+002	7.5157527064e+002	1.0494382775e+002	
1.5750074636e+002	1.0868823977e+002	1.9331234775e+002	1.4098606866e+002	
5.4902243603e+002	1.0843792554e+002	5.9626179332e+002	1.1718182806e+002	
3.4508912446e+002	1.0913717219e+002	3.9142948757e+002	1.2987280822e+002	
5.1977013911e+002	1.0919184428e+002	5.6513980410e+002	1.1975571773e+002	
5.2526168225e+002	1.0896974219e+002	5.7112231620e+002	1.1918437000e+002	
5.3362939782e+002	1.0920806246e+002	5.7971689272e+002	1.1892022723e+002	
6.1553579524e+002	1.0822677094e+002	6.6462702596e+002	1.1296459871e+002	
3.3176896305e+002	1.1059343199e+002	3.7822576128e+002	1.3208388597e+002	
3.3654172667e+002	1.1039127464e+002	3.8291305347e+002	1.3161017848e+002	
3.6733946001e+002	1.0983412080e+002	4.1542973806e+002	1.2916422798e+002	
3.8062777063e+002	1.1055711587e+002	4.2842479472e+002	1.2912042428e+002	
5.0276561035e+002	1.0926898065e+002	5.4821277278e+002	1.2082443984e+002	
5.7320573580e+002	1.0950310772e+002	6.2078421870e+002	1.1681516312e+002	
7.1586514278e+002	1.0911934505e+002	7.6370853744e+002	1.0805105949e+002	
1.3880924765e+002	1.1139511120e+002	1.7470868276e+002	1.4470084977e+002	
8.7690907393e+001	1.1409889178e+002	1.2646188837e+002	1.5013446041e+002	
3.8987980451e+002	1.1546301760e+002	4.3708743923e+002	1.3347959238e+002	
6.5755070444e+002	1.1418216314e+002	7.0698578081e+002	1.1650044782e+002	
3.1239871438e+002	1.1725958487e+002	3.5953855228e+002	1.3975309462e+002	
3.3085443124e+002	1.1868656193e+002	3.7787424922e+002	1.4010061025e+002	
3.3674412657e+002	1.1846263171e+002	3.8344284131e+002	1.3955600782e+002	
5.1070335213e+002	1.1769836558e+002	5.5657236728e+002	1.2876801252e+002	
5.1952333947e+002	1.1763180923e+002	5.6529814825e+002	1.2819503965e+002	
5.2518169634e+002	1.1783162265e+002	5.7104195012e+002	1.2806238764e+002	
5.2882923655e+002	1.1782029206e+002	5.7460945902e+002	1.2784384700e+002	
5.3335650687e+002	1.1767516823e+002	5.7977785441e+002	1.2740148489e+002	
1.7221449515e+002	1.1880621165e+002	2.0782066332e+002	1.4998421997e+002	
5.5473744008e+002	1.1913390005e+002	6.0283691134e+002	1.2753550029e+002	
5.0080147513e+002	1.1985167327e+002	5.4661547176e+002	1.3149763900e+002	
8.7009893027e+001	1.2269806151e+002	1.2607700893e+002	1.5847673978e+002	
3.8926904081e+002	1.2255095514e+002	4.3694805978e+002	1.4052242384e+002	
5.2500069640e+002	1.2540943076e+002	5.7124569703e+002	1.3564111258e+002	
5.2914161557e+002	1.2570370040e+002	5.7642576239e+002	1.3564399923e+002	
3.2384488973e+002	1.2688346977e+002	3.7076043048e+002	1.4860461773e+002	
3.4357868805e+002	1.2672152290e+002	3.9050967439e+002	1.4731484772e+002	
5.1057482587e+002	1.2616562453e+002	5.5661305016e+002	1.3723724248e+002	
5.1900687644e+002	1.2619305600e+002	5.6572437682e+002	1.3674550974e+002	
5.3354550089e+002	1.2624962432e+002	5.7987957814e+002	1.3598744309e+002	
3.3061431158e+002	1.2710580899e+002	3.7800740442e+002	1.4841254845e+002	
5.1424367425e+002	1.2644252658e+002	5.6119531955e+002	1.3725649283e+002	
